   1.5811000e+00	   0.0000000e+00	   0.0000000e+00	  -3.3238500e+01	  -3.3223400e+01	
   1.5811000e+00	   1.0000000e-01	   0.0000000e+00	  -3.2844400e+01	  -3.2833600e+01	
   1.5811000e+00	   2.0000000e-01	   0.0000000e+00	  -3.2455000e+01	  -3.2447700e+01	
   1.5811000e+00	   3.0000000e-01	   0.0000000e+00	  -3.2070100e+01	  -3.2065700e+01	
   1.5811000e+00	   4.0000000e-01	   0.0000000e+00	  -3.1690000e+01	  -3.1687600e+01	
   1.5811000e+00	   5.0000000e-01	   0.0000000e+00	  -3.1320100e+01	  -3.1313500e+01	
   1.5811000e+00	   6.0000000e-01	   0.0000000e+00	  -3.0951300e+01	  -3.0943300e+01	
   1.5811000e+00	   7.0000000e-01	   0.0000000e+00	  -3.0586300e+01	  -3.0577000e+01	
   1.5811000e+00	   8.0000000e-01	   0.0000000e+00	  -3.0225000e+01	  -3.0214700e+01	
   1.5811000e+00	   9.0000000e-01	   0.0000000e+00	  -2.9882600e+01	  -2.9876700e+01	
   1.5811000e+00	   1.0000000e+00	   2.0000000e+00	  -2.9599200e+01	  -2.9599200e+01	
   1.5811000e+00	   1.1000000e+00	   1.0000000e+01	  -2.9326200e+01	  -2.9325100e+01	
   1.5811000e+00	   1.2000000e+00	   1.0000000e+01	  -2.9057600e+01	  -2.9056500e+01	
   1.5811000e+00	   1.3000000e+00	   1.0000000e+01	  -2.8793300e+01	  -2.8792300e+01	
   1.5811000e+00	   1.4000000e+00	   1.0000000e+01	  -2.8533400e+01	  -2.8532300e+01	
   1.5811000e+00	   1.5000000e+00	   1.0000000e+01	  -2.8277700e+01	  -2.8276600e+01	
   1.5811000e+00	   1.6000000e+00	   1.0000000e+01	  -2.8026200e+01	  -2.8025100e+01	
   1.5811000e+00	   1.7000000e+00	   1.0000000e+01	  -2.7778900e+01	  -2.7777800e+01	
   1.5811000e+00	   1.8000000e+00	   1.0000000e+01	  -2.7535600e+01	  -2.7534600e+01	
   1.5811000e+00	   1.9000000e+00	   1.0000000e+01	  -2.7296500e+01	  -2.7295500e+01	
   1.5811000e+00	   2.0000000e+00	   2.0000000e+00	  -2.7061400e+01	  -2.7061400e+01	
   1.5811000e+00	   3.0000000e+00	   1.0000000e+01	  -2.4922800e+01	  -2.4922700e+01	
   1.5811000e+00	   4.0000000e+00	   2.0000000e+00	  -2.3142700e+01	  -2.3141900e+01	
   1.5811000e+00	   5.0000000e+00	   2.0000000e+00	  -2.1680300e+01	  -2.1679600e+01	
   1.5811000e+00	   6.0000000e+00	   2.0000000e+00	  -2.0490500e+01	  -2.0489900e+01	
   1.5811000e+00	   7.0000000e+00	   2.0000000e+00	  -1.9526300e+01	  -1.9525700e+01	
   1.5811000e+00	   8.0000000e+00	   2.0000000e+00	  -1.8742900e+01	  -1.8742300e+01	
   1.5811000e+00	   9.0000000e+00	   2.0000000e+00	  -1.8101800e+01	  -1.8101100e+01	
   1.5811000e+00	   1.0000000e+01	   2.0000000e+00	  -1.7571700e+01	  -1.7571000e+01	
   2.2361000e+00	   0.0000000e+00	   0.0000000e+00	  -4.2956400e+01	  -4.2896700e+01	
   2.2361000e+00	   5.0000000e-01	   0.0000000e+00	  -4.0813600e+01	  -4.0785900e+01	
   2.2361000e+00	   6.0000000e-01	   0.0000000e+00	  -4.0398700e+01	  -4.0376200e+01	
   2.2361000e+00	   7.0000000e-01	   0.0000000e+00	  -3.9988400e+01	  -3.9970700e+01	
   2.2361000e+00	   8.0000000e-01	   0.0000000e+00	  -3.9582800e+01	  -3.9569400e+01	
   2.2361000e+00	   9.0000000e-01	   0.0000000e+00	  -3.9182000e+01	  -3.9172300e+01	
   2.2361000e+00	   1.0000000e+00	   0.0000000e+00	  -3.8786000e+01	  -3.8779300e+01	
   2.2361000e+00	   1.1000000e+00	   0.0000000e+00	  -3.8394700e+01	  -3.8390400e+01	
   2.2361000e+00	   1.2000000e+00	   0.0000000e+00	  -3.8008300e+01	  -3.8005800e+01	
   2.2361000e+00	   1.3000000e+00	   0.0000000e+00	  -3.7633100e+01	  -3.7625300e+01	
   2.2361000e+00	   1.4000000e+00	   0.0000000e+00	  -3.7259300e+01	  -3.7249000e+01	
   2.2361000e+00	   1.5000000e+00	   0.0000000e+00	  -3.6889600e+01	  -3.6876900e+01	
   2.2361000e+00	   1.6000000e+00	   0.0000000e+00	  -3.6523800e+01	  -3.6509100e+01	
   2.2361000e+00	   1.7000000e+00	   0.0000000e+00	  -3.6177800e+01	  -3.6144400e+01	
   2.2361000e+00	   1.8000000e+00	   0.0000000e+00	  -3.5822300e+01	  -3.5808000e+01	
   2.2361000e+00	   1.9000000e+00	   2.0000000e+00	  -3.5531400e+01	  -3.5531400e+01	
   2.2361000e+00	   2.0000000e+00	   2.0000000e+00	  -3.5259600e+01	  -3.5259600e+01	
   2.2361000e+00	   3.0000000e+00	   2.0000000e+00	  -3.2789100e+01	  -3.2788900e+01	
   2.2361000e+00	   4.0000000e+00	   2.0000000e+00	  -3.0732200e+01	  -3.0731900e+01	
   2.2361000e+00	   5.0000000e+00	   2.0000000e+00	  -2.9042000e+01	  -2.9040500e+01	
   2.2361000e+00	   6.0000000e+00	   2.0000000e+00	  -2.7670400e+01	  -2.7669100e+01	
   2.2361000e+00	   7.0000000e+00	   2.0000000e+00	  -2.6566000e+01	  -2.6564800e+01	
   2.2361000e+00	   8.0000000e+00	   2.0000000e+00	  -2.5677500e+01	  -2.5676200e+01	
   2.2361000e+00	   9.0000000e+00	   2.0000000e+00	  -2.4958600e+01	  -2.4957200e+01	
   2.2361000e+00	   1.0000000e+01	   2.0000000e+00	  -2.4371200e+01	  -2.4369700e+01	
   2.7386000e+00	   0.0000000e+00	   0.0000000e+00	  -5.3234800e+01	  -5.3126400e+01	
   2.7386000e+00	   5.0000000e-01	   0.0000000e+00	  -5.0850300e+01	  -5.0774500e+01	
   2.7386000e+00	   6.0000000e-01	   0.0000000e+00	  -5.0387400e+01	  -5.0318200e+01	
   2.7386000e+00	   7.0000000e-01	   0.0000000e+00	  -4.9929200e+01	  -4.9866600e+01	
   2.7386000e+00	   8.0000000e-01	   0.0000000e+00	  -4.9475700e+01	  -4.9419500e+01	
   2.7386000e+00	   9.0000000e-01	   0.0000000e+00	  -4.9027000e+01	  -4.8977100e+01	
   2.7386000e+00	   1.0000000e+00	   0.0000000e+00	  -4.8583000e+01	  -4.8539200e+01	
   2.7386000e+00	   1.1000000e+00	   0.0000000e+00	  -4.8143900e+01	  -4.8105900e+01	
   2.7386000e+00	   1.2000000e+00	   0.0000000e+00	  -4.7709500e+01	  -4.7677100e+01	
   2.7386000e+00	   1.3000000e+00	   0.0000000e+00	  -4.7280100e+01	  -4.7252900e+01	
   2.7386000e+00	   1.4000000e+00	   0.0000000e+00	  -4.6855500e+01	  -4.6833100e+01	
   2.7386000e+00	   1.5000000e+00	   0.0000000e+00	  -4.6435800e+01	  -4.6417900e+01	
   2.7386000e+00	   1.6000000e+00	   0.0000000e+00	  -4.6021000e+01	  -4.6007100e+01	
   2.7386000e+00	   1.7000000e+00	   0.0000000e+00	  -4.5611300e+01	  -4.5600800e+01	
   2.7386000e+00	   1.8000000e+00	   0.0000000e+00	  -4.5206500e+01	  -4.5198900e+01	
   2.7386000e+00	   1.9000000e+00	   0.0000000e+00	  -4.4806800e+01	  -4.4801600e+01	
