-48.3122	-48.3443	0.0321017	16	0.336388	0.353041	0.336388	0.336388	0.353041	0.555119	0.353041	0.353041	0.555119	0.579182	0.555119	0.336388	0.353041	0.555119	0.353041	-4.40909e-18	0.390479	0.56645	0.390479	0.390479	0.56645	0.660785	0.56645	0.56645	0.660785	2.13279	0.660785	0.390479	0.56645	0.660785	0.56645	      1 1.04598  1.0636 1.04598 1.04598  1.0636 1.10171  1.0636  1.0636 1.10171 1.11152 1.10171 1.04598  1.0636 1.10171  1.0636	0.567465 0.444782 0.364341 0.444782 0.444782 0.364341 0.378042 0.364341 0.364341 0.378042 0.341462 0.378042 0.444782 0.364341 0.378042 0.364341
-49.9129	-49.9925	0.0796529	16	0.347179	0.355715	0.347179	0.347179	0.355715	0.563359	0.355715	0.355715	0.563359	0.581789	0.563359	0.347179	0.355715	0.563359	0.355715	1.72403e-18	0.388149	0.563352	0.388149	0.388149	0.563352	0.655414	0.563352	0.563352	0.655414	2.0874	0.655414	0.388149	0.563352	0.655414	0.563352	      1 1.05743 1.07634 1.05743 1.05743 1.07634 1.12178 1.07634 1.07634 1.12178 1.13186 1.12178 1.05743 1.07634 1.12178 1.07634	  0.6135 0.464872 0.373439 0.464872 0.464872 0.373439 0.388558 0.373439 0.373439 0.388558 0.348856 0.388558 0.464872 0.373439 0.388558 0.373439
-50.6281	-50.7413	0.113203	16	0.35418	0.357292	0.35418	0.35418	0.357292	0.569369	0.357292	0.357292	0.569369	0.583878	0.569369	0.35418	0.357292	0.569369	0.357292	-7.91136e-18	0.386514	0.56118	0.386514	0.386514	0.56118	0.651811	0.56118	0.56118	0.651811	2.0578	0.651811	0.386514	0.56118	0.651811	0.56118	      1 1.06477 1.08337 1.06477 1.06477 1.08337  1.1331 1.08337 1.08337  1.1331 1.14264  1.1331 1.06477 1.08337  1.1331 1.08337	0.644358 0.478026 0.379206 0.478026 0.478026 0.379206 0.395975 0.379206 0.379206 0.395975 0.354016 0.395975 0.478026 0.379206 0.395975 0.379206
-50.9483	-51.0829	0.134601	16	0.358688	0.358222	0.358688	0.358688	0.358222	0.573515	0.358222	0.358222	0.573515	0.5853	0.573515	0.358688	0.358222	0.573515	0.358222	-8.71857e-19	0.385412	0.559725	0.385412	0.385412	0.559725	0.649455	0.559725	0.559725	0.649455	2.03874	0.649455	0.385412	0.559725	0.649455	0.559725	      1 1.06951 1.08734 1.06951 1.06951 1.08734 1.13986 1.08734 1.08734 1.13986 1.14868 1.13986 1.06951 1.08734 1.13986 1.08734	0.665043  0.48661 0.382804  0.48661  0.48661 0.382804 0.401015 0.382804 0.382804 0.401015   0.3574 0.401015  0.48661 0.382804 0.401015 0.382804
-51.0918	-51.2398	0.148054	16	0.361586	0.358772	0.361586	0.361586	0.358772	0.576301	0.358772	0.358772	0.576301	0.586212	0.576301	0.361586	0.358772	0.576301	0.358772	-7.05453e-18	0.384682	0.55877	0.384682	0.384682	0.55877	0.647931	0.55877	0.55877	0.647931	2.02653	0.647931	0.384682	0.55877	0.647931	0.55877	      1 1.07259 1.08963 1.07259 1.07259 1.08963 1.14405 1.08963 1.08963 1.14405 1.15219 1.14405 1.07259 1.08963 1.14405 1.08963	0.678908 0.492196 0.385029 0.492196 0.492196 0.385029 0.404374 0.385029 0.385029 0.404374 0.359556 0.404374 0.492196 0.385029 0.404374 0.385029
-51.1561	-51.3126	0.156537	16	0.363451	0.359099	0.363451	0.363451	0.359099	0.578149	0.359099	0.359099	0.578149	0.586782	0.578149	0.363451	0.359099	0.578149	0.359099	-5.31646e-18	0.384204	0.558151	0.384204	0.384204	0.558151	0.64695	0.558151	0.558151	0.64695	2.0187	0.64695	0.384204	0.558151	0.64695	0.558151	      1 1.07458 1.09097 1.07458 1.07458 1.09097  1.1467 1.09097 1.09097  1.1467 1.15428  1.1467 1.07458 1.09097  1.1467 1.09097	0.688202 0.495823 0.386399 0.495823 0.495823 0.386399 0.406592 0.386399 0.386399 0.406592 0.360913 0.406592 0.495823 0.386399 0.406592 0.386399
-51.1849	-51.3468	0.161915	16	0.364652	0.359294	0.364652	0.364652	0.359294	0.579366	0.359294	0.359294	0.579366	0.587136	0.579366	0.364652	0.359294	0.579366	0.359294	-5.46512e-18	0.383891	0.557751	0.383891	0.383891	0.557751	0.646319	0.557751	0.557751	0.646319	2.01368	0.646319	0.383891	0.557751	0.646319	0.557751	      1 1.07588 1.09177 1.07588 1.07588 1.09177 1.14841 1.09177 1.09177 1.14841 1.15554 1.14841 1.07588 1.09177 1.14841 1.09177	0.694433 0.498175 0.387242 0.498175 0.498175 0.387242 0.408047 0.387242 0.387242 0.408047 0.361761 0.408047 0.498175 0.387242 0.408047 0.387242
-51.1978	-51.3632	0.165339	16	0.365426	0.359411	0.365426	0.365426	0.359411	0.580165	0.359411	0.359411	0.580165	0.587354	0.580165	0.365426	0.359411	0.580165	0.359411	-2.74507e-18	0.383688	0.557493	0.383688	0.383688	0.557493	0.645913	0.557493	0.557493	0.645913	2.01045	0.645913	0.383688	0.557493	0.645913	0.557493	      1 1.07672 1.09224 1.07672 1.07672 1.09224 1.14952 1.09224 1.09224 1.14952 1.15631 1.14952 1.07672 1.09224 1.14952 1.09224	0.698609 0.499699  0.38776 0.499699 0.499699  0.38776 0.408999  0.38776  0.38776 0.408999  0.36229 0.408999 0.499699  0.38776 0.408999  0.38776
-51.2036	-51.3712	0.167525	16	0.365925	0.35948	0.365925	0.365925	0.35948	0.580688	0.35948	0.35948	0.580688	0.587489	0.580688	0.365925	0.35948	0.580688	0.35948	-3.15942e-18	0.383556	0.557327	0.383556	0.383556	0.557327	0.645652	0.557327	0.557327	0.645652	2.00838	0.645652	0.383556	0.557327	0.645652	0.557327	      1 1.07727 1.09253 1.07727 1.07727 1.09253 1.15023 1.09253 1.09253 1.15023 1.15678 1.15023 1.07727 1.09253 1.15023 1.09253	0.701408 0.500685 0.388079 0.500685 0.500685 0.388079  0.40962 0.388079 0.388079  0.40962  0.36262  0.40962 0.500685 0.388079  0.40962 0.388079
-51.2062	-51.3752	0.168923	16	0.366248	0.359522	0.366248	0.366248	0.359522	0.58103	0.359522	0.359522	0.58103	0.587572	0.58103	0.366248	0.359522	0.58103	0.359522	-6.7589e-18	0.38347	0.557221	0.38347	0.38347	0.55722	0.645484	0.55722	0.557221	0.645484	2.00704	0.645484	0.38347	0.55722	0.645484	0.55722	      1 1.07762  1.0927 1.07762 1.07762  1.0927  1.1507  1.0927  1.0927  1.1507 1.15707  1.1507 1.07762  1.0927  1.1507  1.0927	0.703285 0.501324 0.388275 0.501324 0.501324 0.388275 0.410025 0.388275 0.388275 0.410025 0.362825 0.410025 0.501324 0.388275 0.410025 0.388275
