   2.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -3.6164100e+01	   0.0000000e+00	
   2.8284000e+00	   0.0000000e+00	   0.0000000e+00	  -4.8792300e+01	   0.0000000e+00	
   3.4641000e+00	   0.0000000e+00	   0.0000000e+00	  -6.1885400e+01	   0.0000000e+00	
   4.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -7.5439100e+01	   0.0000000e+00	
   4.4721000e+00	   0.0000000e+00	   0.0000000e+00	  -8.9433200e+01	   0.0000000e+00	
   4.8990000e+00	   0.0000000e+00	   0.0000000e+00	  -1.0382500e+02	   0.0000000e+00	
   5.2915000e+00	   0.0000000e+00	   0.0000000e+00	  -1.1854300e+02	   0.0000000e+00	
   5.6569000e+00	   0.0000000e+00	   0.0000000e+00	  -1.3352200e+02	   0.0000000e+00	
   6.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -1.4869500e+02	   0.0000000e+00	
   6.3246000e+00	   0.0000000e+00	   0.0000000e+00	  -1.6402500e+02	   0.0000000e+00	
