   7.0710000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -3.3824700e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   1.0000000e+00	   0.0000000e+00	  -2.9471700e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   2.0000000e+00	   0.0000000e+00	  -2.6535000e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   3.0000000e+00	   0.0000000e+00	  -2.4030000e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   4.0000000e+00	   0.0000000e+00	  -2.1917200e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   5.0000000e+00	   0.0000000e+00	  -2.0159400e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   6.0000000e+00	   0.0000000e+00	  -1.8713400e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   7.0000000e+00	   0.0000000e+00	  -1.7529500e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   8.0000000e+00	   0.0000000e+00	  -1.6557700e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   9.0000000e+00	   0.0000000e+00	  -1.5753700e+01	   0.0000000e+00	
   7.0710000e-01	   0.0000000e+00	   1.0000000e+01	   0.0000000e+00	  -1.5081100e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -4.4725700e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   1.0000000e+00	   0.0000000e+00	  -3.9319800e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   2.0000000e+00	   0.0000000e+00	  -3.5152700e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   3.0000000e+00	   0.0000000e+00	  -3.2485300e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   4.0000000e+00	   0.0000000e+00	  -3.0251600e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   5.0000000e+00	   0.0000000e+00	  -2.8402900e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   6.0000000e+00	   0.0000000e+00	  -2.6889800e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   7.0000000e+00	   0.0000000e+00	  -2.5658000e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   8.0000000e+00	   0.0000000e+00	  -2.4652600e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   9.0000000e+00	   0.0000000e+00	  -2.3825000e+01	   0.0000000e+00	
   1.0000000e+00	   0.0000000e+00	   1.0000000e+01	   0.0000000e+00	  -2.3135900e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  -5.7106300e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   1.0000000e+00	   0.0000000e+00	  -5.0818800e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   2.0000000e+00	   0.0000000e+00	  -4.5142700e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   3.0000000e+00	   0.0000000e+00	  -4.1031200e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   4.0000000e+00	   0.0000000e+00	  -3.8637700e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   5.0000000e+00	   0.0000000e+00	  -3.6676100e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   6.0000000e+00	   0.0000000e+00	  -3.5083000e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   7.0000000e+00	   0.0000000e+00	  -3.3795500e+01	   0.0000000e+00	
   1.2247000e+00	   0.0000000e+00	   8.0000000e+00	   0.0000000e+00	  -3.2752100e+01	   0.0000000e+00	
